name,address,tel,kind,enabletime,email
彰化福興店,彰化縣福興鄉員鹿路一段379號,04-7003923,ok,24hr,
北斗舜耕店,彰化縣北斗鎮中山路一段88.90號,04-7003919,ok,24hr,
二林仁愛店,彰化縣二林鎮仁愛路472號1樓,04-7003905,ok,24hr,
彰化田尾店,彰化縣田尾鄉民生路一段7號1樓,04-7003918,ok,24hr,
和美道周店,彰化縣和美鎮道周路535號1樓,04-7003816,ok,24hr,
社頭仁雅店,彰化縣社頭鄉員集路二段156號,04-7003908,ok,24hr,
彰化福安店,彰化縣彰化市福山街214號,04-7003927,ok,24hr,
員林南平店,彰化縣員林鎮南平街140號1樓,04-7003925,ok,24hr,
和美線東店,彰化縣和美鎮線東路三段1號,04-7003909,ok,24hr,
埔心忠義店,彰化縣埔心鄉忠義北路1號,04-7003902,ok,24hr,
彰化延平店,彰化縣彰化市大埔路485巷37號1樓,04-7001759,ok,24hr,
彰化線平店,彰化縣彰化市線東路1段274號,04-7003928,ok,24hr,
員林浮圳店,彰化縣員林鎮浮圳路二段237號1樓,04-7001562,ok,24hr,
彰化一德店,彰化縣彰化市一德南路257/259號,04-7003845,ok,24hr,
彰化鹿東店,彰化縣鹿港鎮鹿東路209號1樓,04-7003853,ok,24hr,
大村福興店,彰化縣大村鄉山腳路76-5號1樓,04-7003920,ok,24hr,
和美東萊店,彰化縣和美鎮東萊路153號1樓,04-7003921,ok,24hr,
埔心中正店,彰化縣埔心鄉中正路一段296號,04-7003912,ok,24hr,
鹿港泳福店,彰化縣鹿港鎮鹿草路一段247號,04-7003911,ok,24hr,
鹿港中山店,彰化縣鹿港鎮中山路519號,04-7003900,ok,24hr,
彰化彰水店,彰化縣福興鄉彰水路282號和284號1樓,04-7003931,ok,24hr,
彰化天祥店,彰化縣彰化市天祥路241號,04-7001785,ok,24hr,
彰化光復店,彰化縣彰化市光復路107.109號,04-7003657,ok,24hr,
員林林森店,彰化縣員林鎮林森路174.176號,04-7003907,ok,24hr,
彰化茄苳店,彰化縣彰化市茄苳路二段39號1樓,04-7003740,ok,24hr,
彰化國聖店,彰化縣彰化市中山路三段512號1樓,04-7003705,ok,24hr,
員林大同店,彰化縣員林鎮大同路二段237號,04-7003936,ok,24hr,
埔心新館店,彰化縣埔心鄉新館路726號1樓,04-7003913,ok,24hr,
二林儒林店,彰化縣二林鎮儒林路二段263號,04-7003933,ok,24hr,
埔心員鹿店,彰化縣埔心鄉員鹿路一段123.125號,04-7003906,ok,24hr,
南投碧興店,南投縣草屯鎮碧興路一段3號,04-96003581,ok,24hr,
南投新興店,南投縣南投市南營路218號,04-96003545,ok,24hr,
埔里中山店,南投縣埔里鎮中山路三段451號1樓,04-96003601,ok,24hr,
南投復興店,南投縣南投市復興路461號1+2+3樓,04-96003603,ok,24hr,
名間華山店,南投縣名間鄉彰南路354-11、354-12號,04-96003533,ok,24hr,
南投中興店,南投縣南投市中興路765號,04-96003549,ok,24hr,
南投國姓店,南投縣國姓鄉石門村中興路184號1樓,04-96003597,ok,24hr,
草屯中興店,南投縣草屯鎮中興路210號,04-96003543,ok,24hr,
南投南鄉店,南投縣南投市南鄉路377.379號,04-96003546,ok,24hr,
埔里南昌店,南投縣埔里鎮西安路一段72.74號,04-96003583,ok,24hr,
草屯虎山店,南投縣草屯鎮新生東路1號,04-96003716,ok,24hr,
草屯中正店,南投縣草屯鎮中正路885號1樓,04-96003602,ok,24hr,
南投成功店,南投縣南投市成功三路317號1樓,04-96003605,ok,24hr,
埔里西寧店,南投縣埔里鎮中山路三段106號,04-96003589,ok,24hr,
南投平山店,南投縣南投市平山里彰南路三段61號1F,04-96003570,ok,24hr,
名間彰南店,南投縣名間鄉彰南路534號,04-96003569,ok,24hr,
草屯忠孝店,南投縣草屯鎮忠孝街200號,04-96003547,ok,24hr,
南投南雲店,南投縣南投市大庄路201-1號,04-96003548,ok,24hr,
名間松嶺店,南投縣名間鄉松嶺街288號1樓,04-96003553,ok,24hr,
台鐵斗南門市,雲林縣斗南鎮中山路2號,05-7003934,ok,24hr,
雲林四湖店,雲林縣四湖鄉中正路345號,05-7003805,ok,24hr,
雲林台大門市,雲林縣斗六市雲林路二段579號,05-7003668,ok,24hr,
雲林縣府店,雲林縣斗六市雲林路2段418號,05-7003686,ok,24hr,
雲林瑞農店,雲林縣林內鄉林中村瑞農路10號1樓,05-7003650,ok,24hr,
虎尾台大門市,雲林縣虎尾鎮廉使里19鄰學府路95號,05-7003658,ok,24hr,
西螺建興店,雲林縣西螺鎮建興路2號1樓,05-7003967,ok,24hr,
吳鳳建國門市,嘉義縣民雄鄉建國路2段163之40號(學生宿舍),05-3101572,ok,24hr,
嘉義興達店,嘉義市西區興達路318號,05-2319795,ok,24hr,
嘉義世賢店,嘉義市西區世賢路四段187號,05-2858840,ok,24hr,
嘉義光路店,嘉義市西區民生南路528號1樓,05-2843075,ok,24hr,
嘉大蘭潭門市,嘉義市東區鹿寮里學府路300號(嘉義大學蘭潭校區活動中心),05-3101609,ok,24hr,
嘉義憶富店,嘉義市西區民權路396號,05-2229931,ok,24hr,
嘉義上新店,嘉義市西區上海路322號,05-2840713,ok,24hr,
嘉義北興店,嘉義市西區博愛路二段2號,05-2910576,ok,24hr,
嘉義國楊店,嘉義市西區垂楊路434號,05-2165585,ok,24hr,
嘉義興雅店,嘉義市西區興雅路72號,05-2910040,ok,24hr,
嘉義湖瑞店,嘉義市西區民生南路589號,05-2841584,ok,24hr,
嘉義向榮店,嘉義市西區國華街519號1樓,05-2319535,ok,24hr,
大林民權店,嘉義縣大林鎮民權路33號,05-3103609,ok,24hr,
嘉義德慶店,嘉義市西區中興路319之3號1樓,05-2319477,ok,24hr,
嘉大學苑門市,嘉義市東區鹿寮里學府路300號(嘉義大學蘭潭校區學苑宿舍),05-3101610,ok,24hr,
嘉義南華店,嘉義縣大林鎮上林里頂員林8-11號,05-3103508,ok,24hr,
嘉大民雄門市,嘉義縣民雄鄉文隆村85號(嘉義大學民雄校區),05-3101617,ok,24hr,
嘉義玉山店,嘉義市西區世賢路二段468號,05-2842603,ok,24hr,
嘉義北園店,嘉義市西區北社尾路31號,05-2382806,ok,24hr,
嘉義自強店,嘉義市西區自強街86號,05-2863047,ok,24hr,
嘉義南京店,嘉義市西區車店里南京路423.427號,05-2838475,ok,24hr,
嘉義稻江門市,嘉義縣朴子市學府路二段51號,05-3101613,ok,24hr,
嘉義億高店,嘉義市西區仁愛路181號,05-2855850,ok,24hr,
吳鳳科大門市,嘉義縣民雄鄉建國路二段117號1樓(花明樓),05-3103578,ok,24hr,
台南空軍門市,台南市南區大同路二段1000號1樓,06-6026358,ok,24hr,
台南真理門市,台南市麻豆區北勢寮70-11號1樓,06-6020176,ok,24hr,
台南家齊門市,台南市中西區健康路一段342號1樓,06-6025060,ok,24hr,
奇美六廠門市,台南市新市區紫棟路21號1樓,06-6025933,ok,24hr,
奇美三廠門市,台南市新市區環西路二段2號1樓,06-6025912,ok,24hr,
台南大內門市,台南市大內區石湖里新厝子45號1樓,06-6020277,ok,24hr,
歸仁媽廟店,台南市歸仁區和順路一段1號1樓,06-6025005,ok,24hr,
台南開元店,台南市北區開元路485巷37號、39號1樓,06-6027487,ok,24hr,
台南官田店,台南市官田區南部里南部32號1樓,06-6020210,ok,24hr,
奇美模組廠門市,台南市善化區南科八路12號B1,06-6025608,ok,24hr,
奇力光電門市,台南市新市區堤塘港路3號4樓,06-6020209,ok,24hr,
鼓山青泉店,高雄市鼓山區鼓山三路13-1/13-2號1樓,07-9631311,ok,24hr,
高雄崇德店,高雄市左營區崇德路117號1樓,07-9631462,ok,24hr,
高雄覺民店,高雄市三民區覺民路510號1樓+B1樓,07-9635253,ok,24hr,
大寮中庄店,高雄市大寮區八德路197、199號1樓,07-9635109,ok,24hr,
前鎮新衙店,高雄市前鎮區新衙路284之1號,07-9630736,ok,24hr,
橋頭仕隆店,高雄市橋頭區仕隆路161號1+2樓,07-9631849,ok,24hr,
大寮仁德店,高雄市大寮區仁德路118號1樓,07-9637190,ok,24hr,
鳳山瑞隆店,高雄市鳳山區瑞隆東路176號,07-9631747,ok,24hr,
鳳山仁愛店,高雄市鳳山區仁愛路1號,07-9630346,ok,24hr,
高雄五福店,高雄市苓雅區五福三路145號,07-9631048,ok,24hr,
大社新金龍店,高雄市大社區金龍路35號1樓,07-9635869,ok,24hr,
高雄大昌店,高雄市三民區大昌一路188號,07-9631255,ok,24hr,
高雄廣西店,高雄市前鎮區廣西路55號1樓,07-9631047,ok,24hr,
旗山北站店,高雄市旗山區延平一路195號,07-9631840,ok,24hr,
高雄大學店,高雄市楠梓區大學南路309號1樓,07-9631049,ok,24hr,
高雄輔英店,高雄市大寮區進學路103號1樓,07-9631549,ok,24hr,
高雄莊敬店,高雄市三民區莊敬路146號,07-9631046,ok,24hr,
鳳山新城店,高雄市鳳山區四維街140號1樓,07-9631645,ok,24hr,
高雄美山店,高雄市鳥松區美山路99號,07-9631543,ok,24hr,
高雄飛機店,高雄市小港區飛機路523號1樓,07-9631148,ok,24hr,
楠梓楠陽店,高雄市楠梓區楠陽路140號,07-9631420,ok,24hr,
鳳山勝利店,高雄市鳳山區博愛路67號,07-9631640,ok,24hr,
林園仁愛店,高雄市林園區仁愛路131號、133號1樓,07-9631742,ok,24hr,
鼓山高新店,高雄市鼓山區鼓山二路43號,07-9630543,ok,24hr,
高雄大順店,高雄市三民區大順二路973/975號,07-9630809,ok,24hr,
空軍官校門市,高雄市岡山區介壽西路西首1號,07-9638339,ok,24hr,
鼓山華泰店,高雄市鼓山區華泰路156號1樓/B1,07-9630741,ok,24hr,
高雄澄清店,高雄市三民區澄清路449號1樓,07-9630388,ok,24hr,
高雄樹德店,高雄市三民區建興路120號,07-9630636,ok,24hr,
高雄重慶店,高雄市三民區九如二路368號１樓,07-9633171,ok,24hr,
鳳山南華店,高雄市鳳山區南華路222號,07-9631642,ok,24hr,
高雄武廟店,高雄市苓雅區武廟路90號1樓+2樓+B1,07-9631429,ok,24hr,
鼓山西藏店,高雄市鼓山區西藏街300號,07-9630548,ok,24hr,
高雄大同店,高雄市前金區大同一路202號1樓,07-9630549,ok,24hr,
台鐵楠梓門市,高雄市楠梓區建楠路229號1樓,07-9631542,ok,24hr,
大寮仁愛店,高雄市大寮區仁愛路20號,07-9631643,ok,24hr,
高雄重立店,高雄市左營區重立路158號1樓,07-9631253,ok,24hr,
高雄明誠店,高雄市三民區明誠一路108號+110號1樓,07-9631359,ok,24hr,
高雄漁港店,高雄市前鎮區漁港東二路85號1+2+B1樓,07-9631317,ok,24hr,
大寮陽明店,高雄市大寮區山頂里內厝路281號1樓,07-9631741,ok,24hr,
小港中鋼店,高雄市小港區大業北路146號1樓,07-9630292,ok,24hr,
鳳山瑞春店,高雄市鳳山區瑞春街46號1樓,07-9631848,ok,24hr,
高雄武昌店,高雄市苓雅區武昌路77.79號,07-9631315,ok,24hr,
高雄自由店,高雄市左營區自由三路517號1樓,07-9631252,ok,24hr,
高雄西子灣店,高雄市鼓山區哨船路41號,07-9631368,ok,24hr,
鳳山青年店,高雄市鳳山區青年路一段317號,07-9631749,ok,24hr,
高雄久昌店,高雄市楠梓區久昌街91/93號,07-9630848,ok,24hr,
高雄桂陽店,高雄市小港區桂陽路2號+地下室,07-9631408,ok,24hr,
高雄雄峰店,高雄市鼓山區雄峰路11號,07-9630541,ok,24hr,
高雄土庫店,高雄市楠梓區土庫一路175號1樓,07-9631251,ok,24hr,
高雄岡山店,高雄市岡山區柳橋東路5號1樓,07-9635653,ok,24hr,
大社翠屏店,高雄市大社區翠屏路84巷4號1樓,07-9630081,ok,24hr,
高雄四維店,高雄市苓雅區四維一路124號,07-9630849,ok,24hr,
鳳山長明店,高雄市鳳山區五甲一路116號1樓,07-9635789,ok,24hr,
高雄明華店,高雄市鼓山區裕誠路1584/1586/1588號,07-9630296,ok,24hr,
高雄建順店,高雄市三民區建德路51、53號1樓,07-9630997,ok,24hr,
高雄新文萊店,高雄市左營區文萊路284號1+2樓及286號1樓,07-9635080,ok,24hr,
高雄興中店,高雄市苓雅區民權一路51、51-1號1樓,07-9635203,ok,24hr,
高雄工專店,高雄市三民區建工路411號,07-9630542,ok,24hr,
屏東自由店,屏東縣屏東市自由路420-10號,08-8103807,ok,24hr,
屏東麟洛店,屏東縣麟洛鄉麟頂村民族路120號1+2樓,08-8103956,ok,24hr,
屏東民生店,屏東縣屏東市民生東路8-1號1樓,08-8103803,ok,24hr,
屏東民學店,屏東縣屏東市民學路122號,08-8103800,ok,24hr,
屏東建豐店,屏東縣屏東市建豐路206號,08-8103802,ok,24hr,
屏東建國店,屏東縣屏東市建國路155號1/2樓,08-8103801,ok,24hr,
屏東高鳳門市,屏東縣長治鄉復興村新興路38號,08-8103806,ok,24hr,
屏東華盛店,屏東縣屏東市華盛街3-1號1樓,08-8103805,ok,24hr,
屏東萬丹店,屏東縣萬丹鄉萬丹路三段2號1樓,08-8103808,ok,24hr,
五結國民店,宜蘭縣五結鄉國民路41巷1號1樓,03-9055359,ok,24hr,
宜蘭神農店,宜蘭縣宜蘭市神農路一段2號1樓,03-9055250,ok,24hr,
羅東公正店,宜蘭縣羅東鎮中正路209號1樓,03-9055185,ok,24hr,
宜蘭思源店,宜蘭縣宜蘭市女中路三段180號1樓,03-9055190,ok,24hr,
宜蘭金六結門市,宜蘭縣宜蘭市建軍路46號,03-9055355,ok,24hr,
頭城蘭陽門市,宜蘭縣頭城鎮復興路79號,03-9059737,ok,24hr,
宜蘭中山店,宜蘭縣宜蘭市中山路三段290號1樓,03-9055251,ok,24hr,
礁溪湯圍店,宜蘭縣礁溪鄉仁愛路52號1樓,03-9055230,ok,24hr,
北投店,台北市北投區立德路117號,02-28986150,costco,10:00 – 21:30,
內湖店,台北市內湖區舊宗路一段268號,02-8791-0110,costco,10:00 – 21:30,
新莊店,新北市新莊區建國一路138號,02-29089980,costco,10:00 – 21:30,
汐止店,新北市汐止區大同路一段158號,02-2690-7335,costco,10:00 – 21:30,
中和店,新北市中和區中山路二段347號,02-22425289,costco,10:00 – 21:30,
桃園店,桃園市蘆竹區南崁路一段369號,03-270-6888,costco,10:00 – 21:30,
中壢店,桃園市新屋區民族路六段455號,03-4909885,costco,10:00 – 21:30,
新竹店,新竹市東區慈雲路188號,03-5638000,costco,10:00 – 21:30,
台中店,台中市南屯區文心南三路289號,02-449-9909,costco,10:00 – 21:30,
嘉義店,嘉義市東區忠孝路668號,05-2719088,costco,10:00 – 21:30,
台南店,台南市北區和緯路四段8號,06-3586788,costco,10:00 – 21:30,
高雄大順店,高雄市鼓山區大順一路111號,07-5508777,costco,10:00 – 21:30,
高雄店,高雄市前鎮區中華五路656號,07-3380006,costco,10:00 – 21:30,
基隆西定,(20349)基隆市中山區西定路230號,(02)24233772,alllink,7:30 - 22:30,
基隆東光,(20145)基隆市信義區東信路55巷17號,(02)24664711,alllink,7:30 - 22:30,
基隆復興,(20348)基隆市中山區復興路151號,(02)24376268,alllink,8:00 - 23:00,
七堵,(20644)基隆市七堵區南興路106號,(02)24552098,alllink,7:30 - 22:30,
基隆信義,(20148)基隆市信義區義六路５號,(02)24278376,alllink,8:00 - 23:00,
基隆光華,(20044)基隆市仁愛區成功一路133巷1號,(02)24338842,alllink,7:30 - 22:30,
大武崙,(20445)基隆市安樂區基金一路135巷21弄2號之1,(02)24300481,alllink,7:30 - 22:30,
基隆百福,(20649)基隆市七堵區百六街116號,(02)24511182,alllink,8:00 - 23:00,
基隆東明,基隆市信義區東明路177號,(02)24666912,alllink,8:00 - 23:00,
基隆仁三,基隆市仁愛區仁三路11號,(02)24293289,alllink,8:00 - 23:00,
基隆精一,(20044)基隆市仁愛區精一路15號1樓,(02)24282316,alllink,8:00 - 23:00,
暖暖,(20544)基隆市暖暖區暖暖街246巷166號,(02)24590126,alllink,8:00 - 23:00,
基隆義二,(20241)基隆市中正區信四路11號,(02)24283206,alllink,8:00 - 23:00,
武隆,(20446)基隆市安樂區武隆街65號,(02)24336495,alllink,8:00 - 23:00,
基隆中正,(20248)基隆市中正區中正路389號,(02)24631061,alllink,8:00 - 23:00,
基隆源遠,(20543)基隆市暖暖區源遠路341-1號B1,(02)24570588,alllink,8:00 - 23:00,
基隆新豐,(20251)基隆市中正區新豐街262號,(02)24690198,alllink,,
信義六合,(11046)台北市信義區松仁路240巷19號,(02)27201907,alllink,7:30 - 22:30,
中正南昌,(10074)台北市中正區南昌路１段51巷1號,(02)23931505,alllink,8:00 - 23:00,
士林士東,台北市士林區士東路23號,(02)28711360,alllink,8:00 - 23:00,
中山朱崙,台北市中山區龍江路15號,(02)27210291,alllink,7:30 - 22:30,
內湖星雲,台北市內湖區星雲街163號,(02)27920119,alllink,8:00 - 23:00,
松花,台北市中山區合江街137號,(02)25151077,alllink,8:00 - 23:00,
南京,台北市中山區吉林路26巷34號,(02)25814121,alllink,7:30 - 22:30,
順興,(11661)台北市文山區興隆路４段143號,(02)29370515,alllink,8:00 - 23:00,
北市延平,(11173)台北市士林區延平北路５段238號,(02)28164306,alllink,7:30 - 22:30,
士林天母,(11156)台北市士林區中山北路７段81巷7號,(02)28711915,alllink,7:30 - 22:30,
士林大南,(11161)台北市士林區大南路315號,(02)28802763,alllink,8:00 - 23:00,
北市和平,(10643)台北市大安區和平東路１段63號,(02)23965361,alllink,8:00 - 23:00,
文山萬年,(11676)台北市文山區羅斯福路５段170巷41號,(02)29333205,alllink,8:00 - 23:00,
內湖文湖,(11446)台北市內湖區內湖路１段49號,(02)26590006,alllink,7:30 - 22:30,
北市建國,(10659)台北市大安區建國南路２段123巷16號,(02)27849591,alllink,7:30 - 22:30,
萬華雙園,台北市萬華區興寧街2號,(02)23021066,alllink,8:00 - 23:00,
松山松興,(11070)台北市信義區松隆路36號,(02)27638669,alllink,7:30 - 22:30,
南港凌雲,(11581)台北市南港區研究院路３段68巷9號,(02)27882864,alllink,8:00 - 23:00,
文山永建,(11645)台北市文山區木柵路１段177號,(02)22368375,alllink,8:00 - 23:00,
大安延吉,(10696)台北市大安區市民大道４段190號,(02)27725870,alllink,7:30 - 22:30,
文山忠順,(11661)台北市文山區忠順街２段22號,(02)22341532,alllink,8:00 - 23:00,
士林華榮,台北市士林區華聲街17號,(02)28323442,alllink,8:00 - 23:00,
德安,(11459)台北市內湖區成功路４段30巷28弄2號,(02)27948505,alllink,7:30 - 22:30,
內湖,(11448)台北市內湖區港墘路１２７巷１０號,(02)27996619,alllink,8:00 - 23:00,
中華,(10882)台北市萬華區中華路２段666號之12,(02)23049528,alllink,8:00 - 23:00,
和德,(10864)台北市萬華區西園路２段215號,(02)23016978,alllink,8:00 - 23:00,
關渡,(11257)台北市北投區中央北路４段532號,(02)28982362,alllink,8:00 - 23:00,
唭哩岸,(11265)台北市北投區東華街２段180號,(02)28261176,alllink,8:00 - 23:00,
大安,(10667)台北市大安區復興南路２段237號,(02)27553018,alllink,8:00 - 23:00,
西門町,(10845)台北市萬華區長沙街２段110號,(02)23708218,alllink,8:00 - 23:00,
台北東門,(10641)台北市大安區金山南路２段12號,(02)23958765,alllink,7:30 - 22:30,
圓環,台北市大同區南京西路165號,(02)25582526,alllink,8:00 - 23:00,
瑞安,(10659)台北市大安區建國南路２段151巷16號,(02)27087473,alllink,7:30 - 22:30,
北投,(11268)台北市北投區北投路２段11號,(02)28948533,alllink,8:00 - 23:00,
中崙,(10562)台北市松山區八德路３段106巷1號,(02)25790236,alllink,7:30 - 22:30,
鵬程,台北市松山區健康路399號,(02)27621233,alllink,7:30 - 22:30,
東湖,(11487)台北市內湖區東湖路118號,(02)26308318,alllink,8:00 - 23:00,
龍山,台北市萬華區廣州街263號,(02)23367191,alllink,8:00 - 23:00,
東湖二,(11483)台北市內湖區民權東路６段２９６巷２６號,(02)26327576,alllink,8:00 - 23:00,
興隆二,(11690)台北市文山區興隆路２段220巷31弄11號,(02)29302071,alllink,8:00 - 23:00,
社子,台北市士林區社正路59號,(02)28110786,alllink,8:00 - 23:00,
信義林口,(11081)台北市信義區林口街176號,(02)27267216,alllink,8:00 - 23:00,
敦南,(10688)台北市大安區忠孝東路４段126號B1,(02)87720102,alllink,8:00 - 23:00,
中山興安,(10481)台北市中山區興安街55號,(02)25000562,alllink,8:00 - 23:00,
民生社區,(10574)台北市松山區民生東路４段133號,(02)27139682,alllink,7:30 - 22:30,
中山雙連,(10449)台北市中山區錦西街8號,(02)25117062,alllink,7:30 - 22:30,
文山木柵,(11648)台北市文山區木柵路３段41號,(02)29361296,alllink,7:30 - 22:30,
吉林,台北市中山區吉林路213號,(02)25621333,alllink,7:30 - 22:30,
興隆,台北市文山區興隆路一段53號地下室,(02)89311551,alllink,7:30 - 22:30,
木新,台北市文山區恆光街37號,(02)22348532,alllink,8:00 - 23:00,
華山,(10050)台北市中正區忠孝東路１段86號,(02)23213695,alllink,8:00 - 23:00,
南港中坡,台北市南港區中坡南路7號,(02)26517901,alllink,7:30 - 22:30,
內湖金龍,台北市內湖區金龍路215號,(02)27965192,alllink,8:00 - 23:00,
台北西藏,(10879)台北市萬華區西藏路125巷9號,(02)23078262,alllink,8:00 - 23:00,
大直北安,(10462)台北市中山區北安路588巷8號,(02)85096500,alllink,8:00 - 23:00,
民生西店,(10345)台北市大同區民生西路280號1樓,(02)25550771,alllink,8:00 - 23:00,
萬華民和,(10863)台北市萬華區民和街103號,(02)23077172,alllink,7:30 - 22:30,
大同大龍,(10366)台北市大同區大龍街153號,(02)25862915,alllink,8:00 - 23:00,
復興崗,(11258)台北市北投區中央北路２段181號,(02)28959768,alllink,7:30 - 22:30,
內湖民權,(11465)台北市內湖區民權東路６段90巷18號1樓,(02)27916706,alllink,7:30 - 22:30,
民族西,(10374)台北市大同區民族西路235號,(02)25853572,alllink,8:00 - 23:00,
北市興安二,(10596)台北市松山區民生東路３段130巷9號,(02)27172031,alllink,8:00 - 23:00,
松山新東,(10589)台北市松山區民生東路５段223-1號1樓,(02)27637318,alllink,7:30 - 22:30,
中正欣榮,(10092)台北市中正區寧波東街18號1樓、20號B1,(02)23218060,alllink,8:00 - 23:00,
信義嘉興,(11052)台北市信義區基隆路２段22號B1,(02)27221523,alllink,7:30 - 22:30,
大安永康,(10651)台北市大安區永康街7巷6號1樓、B1,(02)23219717,alllink,8:00 - 23:00,
士林忠誠,(11148)台北市士林區忠誠路１段177.179號1樓,(02)28382012,alllink,8:00 - 23:00,
大安芳和,(10675)台北市大安區樂業街87號1樓、B1,(02)23770832,alllink,7:30 - 22:30,
北投中和,(11252)台北市北投區中和街49號1樓、B1,(02)28918155,alllink,7:30 - 22:30,
萬華萬大,(10869)台北市萬華區萬大路406號1樓、B1,(02)23032790,alllink,8:00 - 23:00,
內湖成功,(11456)台北市內湖區大湖山莊街148號,(02)27930769,alllink,7:30 - 22:30,
中山林森,(10453)台北市中山區林森北路561號,(02)25973152,alllink,8:00 - 23:00,
大安安和,(10680)台北市大安區安和路２段74巷3號,(02)27079851,alllink,7:30 - 22:30,
北投明德,(11281)台北市北投區懷德街3-10號,(02)28200702,alllink,8:00 - 23:00,
文山景興,(11669)台北市文山區景興路191號B1,(02)29303549,alllink,8:00 - 23:00,
黎忠,(11057)台北市信義區和平東路３段391巷16號,(02)87326787,alllink,8:00 - 23:00,
黎元,(10668)台北市大安區辛亥路３段223號,(02)27326912,alllink,10:0 - 20:00,
北投致遠,(11271)台北市北投區致遠二路113巷13.15.15-1號,(02)28231170,alllink,7:30 - 22:30,
大直通北,(10462)台北市中山區通北街111號,(02)25323061,alllink,9:00 - 20:00,
文山保儀,(11650)台北市文山區保儀路12號,(02)22341796,alllink,7:30 - 22:30,
內湖康樂,(11480)台北市內湖區康樂街116號B1,(02)26312810,alllink,8:00 - 23:00,
大直實踐,(10464)台北市中山區北安路655號B1,(02)25323102,alllink,8:00 - 23:00,
松山吉祥,(10560)台北市松山區光復北路11巷99號B1,(02)27460037`,alllink,8:00 - 23:00,
南港中研,(11565)台北市南港區研究院路２段61巷1弄 9號,(02)27820312,alllink,8:00 - 22:30,
中正延平,(10065)台北市中正區延平南路189號,(02)23885895,alllink,8:00-23:00,
內湖明湖,(11483)台北市內湖區民權東路６段296巷113、115號B1,(02)26331082,alllink,8:00 - 23:01,
中山中安,(10446)台北市中山區中山北路２段59巷45號B1,(02)25223681,alllink,8:00 - 22:31,
松山八德,(10554)台北市松山區八德路３段225號,(02)25770195,alllink,8:00-23:01,
大安正聲,(10694)台北市大安區延吉街159-8號,(02)27512151,alllink,8:00-23:00,
西盛,新北市新莊區西盛街202號,(02)22010388,alllink,8:00 - 23:00,
五股,(24870)新北市五股區成泰路１段235號之13,(02)82953966,alllink,8:00 - 23:00,
汐止龍安,(22167)新北市汐止區龍安路28巷6號,(02)26494296,alllink,8:00 - 23:00,
板橋新埔,(22047)新北市板橋區光武街61號,(02)82536506,alllink,8:00 - 23:00,
鴻金寶,(24267)新北市新莊區民安路188巷5號之2,(02)22082396,alllink,8:00 - 23:00,
三重天台,(24142)新北市三重區重新路２段78號之21,(02)29739535,alllink,8:00 - 23:00,
汐止建成,(22174)新北市汐止區建成路58號,(02)26416373,alllink,8:00 - 23:00,
中和秀朗,(23581)新北市中和區秀朗路３段175巷2號,(02)29466606,alllink,7:30 - 22:30,
北縣金山,(20845)新北市金山區中山路114號,(02)24989013,alllink,7:30 - 22:30,
板橋溪洲,(22071)新北市板橋區金門街295號B1,(02)26825192,alllink,8:00 - 23:00,
泰山福興,新北市泰山區福興二街37號,(02)85311248,alllink,8:00 - 23:00,
永和永安,(23448)新北市永和區中正路742號,(02)86602181,alllink,7:30 - 22:30,
新店三民,(23149)新北市新店區三民路42-1號,(02)29128002,alllink,7:30 - 22:30,
土城頂埔,(23679)新北市土城區中州路28巷30號2樓,(02)22688120,alllink,8:00 - 23:00,
新店安康,新北市新店區安康路二段133號,(02)22113205,alllink,8:00 - 23:00,
深坑平埔,新北市深坑區平埔街22巷8號,(02)26620822,alllink,8:00 - 23:00,
汐止樟樹,新北市汐止區樟樹一路8號地下1樓,(02)26417458,alllink,8:00 - 23:00,
汐止忠孝,新北市汐止區忠孝東路429號,(02)86476668,alllink,7:30 - 22:30,
永和,(23448)新北市永和區竹林路179巷4號地下室,(02)89263781,alllink,7:30 - 22:30,
三重,新北市三重區重安街70號光明市場2樓,(02)29769224,alllink,8:00 - 23:00,
新莊,(24248)新北市新莊區中和街１８８號地下室,(02)29931995,alllink,8:00 - 23:00,
中央,新北市新店區中央五街60號地下室,(02)22193716,alllink,8:00 - 23:00,
北新,新北市新店區北新路二段252號地下室,(02)29100370,alllink,8:00 - 23:00,
竹圍,新北市淡水區民族路31號地下室,(02)26242377,alllink,7:30 - 22:30,
蘆洲民族,新北市蘆洲區水湳街74號1樓,(02)82832182,alllink,8:00 - 23:00,
永樂,(24767)新北市蘆洲區永樂街38巷57弄2號,(02)82856732~3,alllink,8:00 - 23:00,
中平,新北市新莊區中平路82巷27號,(02)89929800,alllink,8:00 - 23:00,
三峽安溪,(23742)新北市三峽區中華路95號一樓,(02)26735246,alllink,8:00 - 23:00,
中安,(23576)新北市中和區中安街196號B1,(02)29250128,alllink,7:30 - 22:30,
大豐,新北市新店區民族路190號地下室,(02)86673217,alllink,8:00 - 23:00,
中港,新北市新莊區中華路二段1號地下1樓,(02)29927409,alllink,8:00 - 23:00,
江子翠,(22043)新北市板橋區雙十路２段209號B1,(02)82534058,alllink,8:00 - 23:00,
淡水,新北市淡水區博愛街51巷5號,(02)26266229,alllink,8:00 - 23:00,
大觀,(22072)新北市板橋區大觀路３段236號B1,(02)26756939,alllink,8:00 - 23:00,
文聖,(22044)新北市板橋區文聖街73號1+2樓,(02)82595352,alllink,8:00 - 23:00,
